,ID,Lat,Lng,Segment
141,400275,37.667821,-122.108348,3460 - Hesperian/238 NB
142,403006,37.667821,-122.108348,3460 - Hesperian/238 NB
143,400939,37.670921,-122.110371,3460 - Hesperian/238 NB
144,400180,37.674405,-122.114201,3460 - Hesperian/238 NB
145,400529,37.677613,-122.118725,3460 - Hesperian/238 NB
146,400990,37.680566,-122.123107,3460 - Hesperian/238 NB
147,400515,37.683298,-122.126995,3460 - Hesperian/238 NB
148,405735,37.683774,-122.127702,3460 - Hesperian/238 NB
149,402168,37.687544,-122.133225,3460 - Hesperian/238 NB
150,418451,37.687544,-122.133225,3460 - Hesperian/238 NB
151,400252,37.687544,-122.133225,3460 - Hesperian/238 NB
152,403008,37.68978,-122.136442,3460 - Hesperian/238 NB
153,400788,37.691415,-122.138842,3460 - Hesperian/238 NB
154,427924,37.6919,-122.139544,3460 - Hesperian/238 NB
155,403011,37.691998,-122.139682,3460 - Hesperian/238 NB
156,401517,37.703862,-122.156797,3460 - Hesperian/238 NB
157,401871,37.707384,-122.161886,3460 - Hesperian/238 NB
158,400574,37.711717,-122.168258,3460 - Hesperian/238 NB
159,418450,37.711717,-122.168258,3460 - Hesperian/238 NB
160,401629,37.714115,-122.171416,3460 - Hesperian/238 NB
161,400422,37.715784,-122.173158,3460 - Hesperian/238 NB
162,403018,37.719584,-122.177086,3460 - Hesperian/238 NB
163,403016,37.719584,-122.177086,3460 - Hesperian/238 NB
164,400333,37.719584,-122.177086,3460 - Hesperian/238 NB
165,403017,37.719697,-122.1772,3460 - Hesperian/238 NB
166,410363,37.723421,-122.180982,3460 - Hesperian/238 NB
167,403020,37.729878,-122.186837,3460 - Hesperian/238 NB
168,400360,37.730698,-122.187572,3460 - Hesperian/238 NB
169,403021,37.731528,-122.188289,3460 - Hesperian/238 NB
170,400955,37.732945,-122.189517,3460 - Hesperian/238 NB
171,403024,37.733652,-122.190132,3460 - Hesperian/238 NB
172,400495,37.74205,-122.19753,3460 - Hesperian/238 NB
173,410367,37.740346,-122.196016,3460 - Hesperian/238 NB
174,410366,37.740587,-122.196231,3460 - Hesperian/238 NB
175,410364,37.741681,-122.197207,3460 - Hesperian/238 NB
176,400608,37.740952,-122.196557,3460 - Hesperian/238 NB
177,403029,37.756731,-122.210399,3460 - Hesperian/238 NB
178,400949,37.756731,-122.210399,3460 - Hesperian/238 NB
179,403028,37.756731,-122.210399,3460 - Hesperian/238 NB
180,400678,37.764978,-122.217592,3460 - Hesperian/238 NB
181,403030,37.765099,-122.217693,3460 - Hesperian/238 NB
182,400341,37.771469,-122.22307,3460 - Hesperian/238 NB
183,403035,37.771469,-122.22307,3460 - Hesperian/238 NB
184,403034,37.77155,-122.223223,3460 - Hesperian/238 NB
185,403036,37.77487,-122.232742,3460 - Hesperian/238 NB
186,400607,37.77487,-122.232742,3460 - Hesperian/238 NB
187,403039,37.776769,-122.236107,3460 - Hesperian/238 NB
188,403041,37.776769,-122.236107,3460 - Hesperian/238 NB
189,400094,37.776769,-122.236107,3460 - Hesperian/238 NB
190,400682,37.779555,-122.237925,3460 - Hesperian/238 NB
191,403043,37.779555,-122.237925,3460 - Hesperian/238 NB
192,403044,37.780243,-122.238194,3460 - Hesperian/238 NB
193,408138,37.794185,-122.264627,3460 - Hesperian/238 NB
194,408139,37.794185,-122.264627,3460 - Hesperian/238 NB
195,400980,37.797439,-122.271974,3460 - Hesperian/238 NB
196,403047,37.797439,-122.271974,3460 - Hesperian/238 NB
197,401333,37.801768,-122.283102,3460 - Hesperian/238 NB
198,401142,37.802856,-122.286698,3460 - Hesperian/238 NB
199,425396,37.802221,-122.294876,3460 - Hesperian/238 NB
200,404746,37.802829,-122.286516,3460 - Hesperian/238 NB
201,400218,37.803542,-122.301498,3460 - Hesperian/238 NB
202,424999,37.80551,-122.303473,3460 - Hesperian/238 NB
203,400983,37.786336,-122.245364,3460 - Hesperian/238 NB
204,400765,37.811809,-122.303409,3460 - Hesperian/238 NB
205,400923,37.824153,-122.291162,3460 - Hesperian/238 NB
206,403104,37.822794,-122.291843,3460 - Hesperian/238 NB
207,400844,37.822794,-122.291843,3460 - Hesperian/238 NB
208,401143,37.829005,-122.292846,3460 - Hesperian/238 NB
209,402965,37.531353,-122.004885,3440 - Decoto/84 NB
