Date,Hour,Minute,Segment,Avg_total_toll
2021-01-01,7,50,3450 - Whipple NB,
2021-01-01,7,50,3460 - Hesperian/238 NB,
2021-01-01,7,55,3420 - Auto Mall NB,
2021-01-01,7,55,3430 - Mowry NB,
2021-01-01,7,55,3440 - Decoto/84 NB,
2021-01-01,7,55,3450 - Whipple NB,
2021-01-01,7,55,3460 - Hesperian/238 NB,
2021-01-01,8,0,3420 - Auto Mall NB,
2021-01-01,8,0,3430 - Mowry NB,
2021-01-01,8,0,3440 - Decoto/84 NB,
2021-01-01,8,0,3450 - Whipple NB,
2021-01-01,8,0,3460 - Hesperian/238 NB,
2021-01-01,8,5,3420 - Auto Mall NB,
2021-01-01,8,5,3430 - Mowry NB,
2021-01-01,8,5,3440 - Decoto/84 NB,
2021-01-01,8,5,3450 - Whipple NB,
2021-01-01,8,5,3460 - Hesperian/238 NB,
2021-01-01,8,10,3420 - Auto Mall NB,
2021-01-01,8,10,3430 - Mowry NB,
2021-01-01,8,10,3440 - Decoto/84 NB,
2021-01-01,8,10,3450 - Whipple NB,
2021-01-01,8,10,3460 - Hesperian/238 NB,
2021-01-01,8,15,3420 - Auto Mall NB,
2021-01-01,8,15,3430 - Mowry NB,
2021-01-01,8,15,3440 - Decoto/84 NB,
2021-01-01,8,15,3450 - Whipple NB,
2021-01-01,8,15,3460 - Hesperian/238 NB,
2021-01-01,8,20,3420 - Auto Mall NB,
2021-01-01,8,20,3430 - Mowry NB,
2021-01-01,8,20,3440 - Decoto/84 NB,
2021-01-01,8,20,3450 - Whipple NB,
2021-01-01,8,20,3460 - Hesperian/238 NB,
2021-01-01,8,25,3420 - Auto Mall NB,
2021-01-01,8,25,3430 - Mowry NB,
2021-01-01,8,25,3440 - Decoto/84 NB,
2021-01-01,8,25,3450 - Whipple NB,
2021-01-01,8,25,3460 - Hesperian/238 NB,
2021-01-01,8,30,3420 - Auto Mall NB,
2021-01-01,8,30,3430 - Mowry NB,
2021-01-01,8,30,3440 - Decoto/84 NB,
2021-01-01,8,30,3450 - Whipple NB,
2021-01-01,8,30,3460 - Hesperian/238 NB,
2021-01-01,8,35,3420 - Auto Mall NB,
2021-01-01,8,35,3430 - Mowry NB,
2021-01-01,8,35,3440 - Decoto/84 NB,
2021-01-01,8,35,3450 - Whipple NB,
2021-01-01,8,35,3460 - Hesperian/238 NB,
2021-01-01,8,40,3420 - Auto Mall NB,
2021-01-01,8,40,3430 - Mowry NB,
2021-01-01,8,40,3440 - Decoto/84 NB,
2021-01-01,8,40,3450 - Whipple NB,
2021-01-01,8,40,3460 - Hesperian/238 NB,
2021-01-01,8,45,3420 - Auto Mall NB,
2021-01-01,8,45,3430 - Mowry NB,
2021-01-01,8,45,3440 - Decoto/84 NB,
2021-01-01,8,45,3450 - Whipple NB,
2021-01-01,8,45,3460 - Hesperian/238 NB,
2021-01-01,8,50,3420 - Auto Mall NB,
2021-01-01,8,50,3430 - Mowry NB,
2021-01-01,8,50,3440 - Decoto/84 NB,
2021-01-01,8,50,3450 - Whipple NB,
2021-01-01,8,50,3460 - Hesperian/238 NB,
2021-01-01,8,55,3420 - Auto Mall NB,
2021-01-01,8,55,3430 - Mowry NB,
2021-01-01,8,55,3440 - Decoto/84 NB,
2021-01-01,8,55,3450 - Whipple NB,
2021-01-01,8,55,3460 - Hesperian/238 NB,
2021-01-01,9,0,3420 - Auto Mall NB,
2021-01-01,9,0,3430 - Mowry NB,
2021-01-01,9,0,3450 - Whipple NB,
2021-01-01,9,5,3420 - Auto Mall NB,
2021-01-01,9,5,3430 - Mowry NB,
2021-01-01,9,5,3440 - Decoto/84 NB,
2021-01-01,9,5,3450 - Whipple NB,
2021-01-01,9,5,3460 - Hesperian/238 NB,
2021-01-01,9,10,3420 - Auto Mall NB,
2021-01-01,9,10,3430 - Mowry NB,
2021-01-01,9,10,3440 - Decoto/84 NB,
2021-01-01,9,10,3450 - Whipple NB,
2021-01-01,9,10,3460 - Hesperian/238 NB,
2021-01-01,9,15,3420 - Auto Mall NB,
2021-01-01,9,15,3430 - Mowry NB,
2021-01-01,9,15,3440 - Decoto/84 NB,
2021-01-01,9,15,3450 - Whipple NB,
2021-01-01,9,15,3460 - Hesperian/238 NB,
2021-01-01,9,20,3420 - Auto Mall NB,
2021-01-01,9,20,3430 - Mowry NB,
2021-01-01,9,20,3440 - Decoto/84 NB,
2021-01-01,9,20,3450 - Whipple NB,
2021-01-01,9,20,3460 - Hesperian/238 NB,
2021-01-01,9,25,3420 - Auto Mall NB,
2021-01-01,9,25,3430 - Mowry NB,
2021-01-01,9,25,3440 - Decoto/84 NB,
2021-01-01,9,25,3450 - Whipple NB,
2021-01-01,9,25,3460 - Hesperian/238 NB,
2021-01-01,9,30,3420 - Auto Mall NB,
2021-01-01,9,30,3430 - Mowry NB,
2021-01-01,9,30,3440 - Decoto/84 NB,
2021-01-01,9,30,3450 - Whipple NB,
2021-01-01,9,30,3460 - Hesperian/238 NB,
2021-01-01,9,35,3420 - Auto Mall NB,
2021-01-01,9,35,3430 - Mowry NB,
2021-01-01,9,35,3440 - Decoto/84 NB,
2021-01-01,9,35,3450 - Whipple NB,
2021-01-01,9,35,3460 - Hesperian/238 NB,
2021-01-01,9,40,3420 - Auto Mall NB,
2021-01-01,9,40,3430 - Mowry NB,
2021-01-01,9,40,3440 - Decoto/84 NB,
2021-01-01,9,40,3450 - Whipple NB,
2021-01-01,9,40,3460 - Hesperian/238 NB,
2021-01-01,9,45,3420 - Auto Mall NB,
2021-01-01,9,45,3430 - Mowry NB,
2021-01-01,9,45,3440 - Decoto/84 NB,
2021-01-01,9,45,3450 - Whipple NB,
2021-01-01,9,45,3460 - Hesperian/238 NB,
2021-01-01,9,50,3420 - Auto Mall NB,
2021-01-01,9,50,3430 - Mowry NB,
2021-01-01,9,50,3440 - Decoto/84 NB,
2021-01-01,9,50,3450 - Whipple NB,
2021-01-01,9,50,3460 - Hesperian/238 NB,
2021-01-01,9,55,3420 - Auto Mall NB,
2021-01-01,9,55,3430 - Mowry NB,
2021-01-01,9,55,3440 - Decoto/84 NB,
2021-01-01,9,55,3450 - Whipple NB,
2021-01-01,9,55,3460 - Hesperian/238 NB,
2021-01-01,10,0,3420 - Auto Mall NB,
2021-01-01,10,0,3430 - Mowry NB,
2021-01-01,10,0,3440 - Decoto/84 NB,
2021-01-01,10,0,3450 - Whipple NB,
2021-01-01,10,0,3460 - Hesperian/238 NB,
2021-01-01,10,5,3420 - Auto Mall NB,
2021-01-01,10,5,3430 - Mowry NB,
2021-01-01,10,5,3440 - Decoto/84 NB,
2021-01-01,10,5,3450 - Whipple NB,
2021-01-01,10,5,3460 - Hesperian/238 NB,
2021-01-01,10,10,3420 - Auto Mall NB,
2021-01-01,10,10,3430 - Mowry NB,
2021-01-01,10,10,3440 - Decoto/84 NB,
2021-01-01,10,10,3450 - Whipple NB,
2021-01-01,10,10,3460 - Hesperian/238 NB,
2021-01-01,10,15,3420 - Auto Mall NB,
2021-01-01,10,15,3430 - Mowry NB,
2021-01-01,10,15,3440 - Decoto/84 NB,
2021-01-01,10,15,3450 - Whipple NB,
2021-01-01,10,15,3460 - Hesperian/238 NB,
2021-01-01,10,20,3420 - Auto Mall NB,
2021-01-01,10,20,3430 - Mowry NB,
2021-01-01,10,20,3440 - Decoto/84 NB,
2021-01-01,10,20,3450 - Whipple NB,
2021-01-01,10,20,3460 - Hesperian/238 NB,
2021-01-01,10,25,3420 - Auto Mall NB,
2021-01-01,10,25,3430 - Mowry NB,
2021-01-01,10,25,3440 - Decoto/84 NB,
2021-01-01,10,25,3450 - Whipple NB,
2021-01-01,10,25,3460 - Hesperian/238 NB,
2021-01-01,10,30,3420 - Auto Mall NB,
2021-01-01,10,30,3430 - Mowry NB,
2021-01-01,10,30,3440 - Decoto/84 NB,
2021-01-01,10,30,3450 - Whipple NB,
2021-01-01,10,30,3460 - Hesperian/238 NB,
2021-01-01,10,35,3420 - Auto Mall NB,
2021-01-01,10,35,3430 - Mowry NB,
2021-01-01,10,35,3440 - Decoto/84 NB,
2021-01-01,10,35,3450 - Whipple NB,
2021-01-01,10,35,3460 - Hesperian/238 NB,
2021-01-01,10,40,3420 - Auto Mall NB,
2021-01-01,10,40,3430 - Mowry NB,
2021-01-01,10,40,3440 - Decoto/84 NB,
2021-01-01,10,40,3450 - Whipple NB,
2021-01-01,10,40,3460 - Hesperian/238 NB,
2021-01-01,10,45,3420 - Auto Mall NB,
2021-01-01,10,45,3430 - Mowry NB,
2021-01-01,10,45,3440 - Decoto/84 NB,
2021-01-01,10,45,3450 - Whipple NB,
2021-01-01,10,45,3460 - Hesperian/238 NB,
2021-01-01,10,50,3420 - Auto Mall NB,
2021-01-01,10,50,3430 - Mowry NB,
2021-01-01,10,50,3440 - Decoto/84 NB,
2021-01-01,10,50,3450 - Whipple NB,
2021-01-01,10,50,3460 - Hesperian/238 NB,
2021-01-01,10,55,3420 - Auto Mall NB,
2021-01-01,10,55,3430 - Mowry NB,
2021-01-01,10,55,3440 - Decoto/84 NB,
2021-01-01,10,55,3450 - Whipple NB,
2021-01-01,10,55,3460 - Hesperian/238 NB,
2021-01-01,11,0,3420 - Auto Mall NB,
2021-01-01,11,0,3430 - Mowry NB,
2021-01-01,11,0,3440 - Decoto/84 NB,
2021-01-01,11,0,3450 - Whipple NB,
2021-01-01,11,0,3460 - Hesperian/238 NB,
2021-01-01,11,5,3420 - Auto Mall NB,
2021-01-01,11,5,3430 - Mowry NB,
2021-01-01,11,5,3440 - Decoto/84 NB,
2021-01-01,11,5,3450 - Whipple NB,
2021-01-01,11,5,3460 - Hesperian/238 NB,
2021-01-01,11,10,3420 - Auto Mall NB,
2021-01-01,11,10,3430 - Mowry NB,
2021-01-01,11,10,3440 - Decoto/84 NB,
2021-01-01,11,10,3450 - Whipple NB,
2021-01-01,11,10,3460 - Hesperian/238 NB,
2021-01-01,11,15,3420 - Auto Mall NB,
2021-01-01,11,15,3430 - Mowry NB,
2021-01-01,11,15,3440 - Decoto/84 NB,
2021-01-01,11,15,3450 - Whipple NB,
2021-01-01,11,15,3460 - Hesperian/238 NB,
2021-01-01,11,20,3420 - Auto Mall NB,
2021-01-01,11,20,3430 - Mowry NB,
2021-01-01,11,20,3440 - Decoto/84 NB,
2021-01-01,11,20,3450 - Whipple NB,
2021-01-01,11,20,3460 - Hesperian/238 NB,
2021-01-01,11,25,3420 - Auto Mall NB,
2021-01-01,11,25,3430 - Mowry NB,
2021-01-01,11,25,3440 - Decoto/84 NB,
2021-01-01,11,25,3450 - Whipple NB,
2021-01-01,11,25,3460 - Hesperian/238 NB,
2021-01-01,11,30,3420 - Auto Mall NB,
2021-01-01,11,30,3430 - Mowry NB,
2021-01-01,11,30,3440 - Decoto/84 NB,
2021-01-01,11,30,3450 - Whipple NB,
2021-01-01,11,30,3460 - Hesperian/238 NB,
2021-01-01,11,35,3420 - Auto Mall NB,
2021-01-01,11,35,3430 - Mowry NB,
2021-01-01,11,35,3440 - Decoto/84 NB,
2021-01-01,11,35,3450 - Whipple NB,
2021-01-01,11,35,3460 - Hesperian/238 NB,
2021-01-01,11,40,3420 - Auto Mall NB,
2021-01-01,11,40,3430 - Mowry NB,
2021-01-01,11,40,3440 - Decoto/84 NB,
2021-01-01,11,40,3450 - Whipple NB,
2021-01-01,11,40,3460 - Hesperian/238 NB,
2021-01-01,11,45,3420 - Auto Mall NB,
2021-01-01,11,45,3430 - Mowry NB,
2021-01-01,11,45,3440 - Decoto/84 NB,
2021-01-01,11,45,3450 - Whipple NB,
2021-01-01,11,45,3460 - Hesperian/238 NB,
2021-01-01,11,50,3420 - Auto Mall NB,
2021-01-01,11,50,3430 - Mowry NB,
2021-01-01,11,50,3440 - Decoto/84 NB,
2021-01-01,11,50,3450 - Whipple NB,
2021-01-01,11,50,3460 - Hesperian/238 NB,
2021-01-01,11,55,3420 - Auto Mall NB,
2021-01-01,11,55,3430 - Mowry NB,
2021-01-01,11,55,3440 - Decoto/84 NB,
2021-01-01,11,55,3450 - Whipple NB,
2021-01-01,11,55,3460 - Hesperian/238 NB,
2021-01-01,12,0,3430 - Mowry NB,
2021-01-01,12,0,3440 - Decoto/84 NB,
2021-01-01,12,5,3420 - Auto Mall NB,
2021-01-01,12,5,3430 - Mowry NB,
2021-01-01,12,5,3440 - Decoto/84 NB,
2021-01-01,12,5,3450 - Whipple NB,
2021-01-01,12,5,3460 - Hesperian/238 NB,
2021-01-01,12,10,3420 - Auto Mall NB,
2021-01-01,12,10,3430 - Mowry NB,
2021-01-01,12,10,3440 - Decoto/84 NB,
2021-01-01,12,10,3450 - Whipple NB,
2021-01-01,12,10,3460 - Hesperian/238 NB,
2021-01-01,12,15,3420 - Auto Mall NB,
2021-01-01,12,15,3430 - Mowry NB,
2021-01-01,12,15,3440 - Decoto/84 NB,
2021-01-01,12,15,3450 - Whipple NB,
2021-01-01,12,15,3460 - Hesperian/238 NB,
2021-01-01,12,20,3420 - Auto Mall NB,
2021-01-01,12,20,3430 - Mowry NB,
2021-01-01,12,20,3440 - Decoto/84 NB,
2021-01-01,12,20,3450 - Whipple NB,
2021-01-01,12,20,3460 - Hesperian/238 NB,
2021-01-01,12,25,3420 - Auto Mall NB,
2021-01-01,12,25,3430 - Mowry NB,
2021-01-01,12,25,3440 - Decoto/84 NB,
2021-01-01,12,25,3450 - Whipple NB,
2021-01-01,12,25,3460 - Hesperian/238 NB,
2021-01-01,12,30,3420 - Auto Mall NB,
2021-01-01,12,30,3430 - Mowry NB,
2021-01-01,12,30,3440 - Decoto/84 NB,
2021-01-01,12,30,3450 - Whipple NB,
2021-01-01,12,30,3460 - Hesperian/238 NB,
2021-01-01,12,35,3420 - Auto Mall NB,
2021-01-01,12,35,3430 - Mowry NB,
2021-01-01,12,35,3440 - Decoto/84 NB,
2021-01-01,12,35,3450 - Whipple NB,
2021-01-01,12,35,3460 - Hesperian/238 NB,
2021-01-01,12,40,3420 - Auto Mall NB,
2021-01-01,12,40,3430 - Mowry NB,
2021-01-01,12,40,3440 - Decoto/84 NB,
2021-01-01,12,40,3450 - Whipple NB,
2021-01-01,12,40,3460 - Hesperian/238 NB,
2021-01-01,12,45,3420 - Auto Mall NB,
2021-01-01,12,45,3430 - Mowry NB,
2021-01-01,12,45,3440 - Decoto/84 NB,
2021-01-01,12,45,3450 - Whipple NB,
2021-01-01,12,45,3460 - Hesperian/238 NB,
2021-01-01,12,50,3420 - Auto Mall NB,
2021-01-01,12,50,3430 - Mowry NB,
2021-01-01,12,50,3440 - Decoto/84 NB,
2021-01-01,12,50,3450 - Whipple NB,
2021-01-01,12,50,3460 - Hesperian/238 NB,
2021-01-01,12,55,3420 - Auto Mall NB,
2021-01-01,12,55,3430 - Mowry NB,
2021-01-01,12,55,3440 - Decoto/84 NB,
2021-01-01,12,55,3450 - Whipple NB,
2021-01-01,12,55,3460 - Hesperian/238 NB,
2021-01-01,13,0,3420 - Auto Mall NB,
2021-01-01,13,0,3430 - Mowry NB,
2021-01-01,13,0,3440 - Decoto/84 NB,
2021-01-01,13,0,3450 - Whipple NB,
2021-01-01,13,0,3460 - Hesperian/238 NB,
2021-01-01,13,5,3420 - Auto Mall NB,
2021-01-01,13,5,3430 - Mowry NB,
2021-01-01,13,5,3440 - Decoto/84 NB,
2021-01-01,13,5,3450 - Whipple NB,
2021-01-01,13,5,3460 - Hesperian/238 NB,
2021-01-01,13,10,3420 - Auto Mall NB,
2021-01-01,13,10,3430 - Mowry NB,
2021-01-01,13,10,3440 - Decoto/84 NB,
2021-01-01,13,10,3450 - Whipple NB,
2021-01-01,13,10,3460 - Hesperian/238 NB,
2021-01-01,13,15,3420 - Auto Mall NB,
2021-01-01,13,15,3430 - Mowry NB,
2021-01-01,13,15,3440 - Decoto/84 NB,
2021-01-01,13,15,3450 - Whipple NB,
2021-01-01,13,15,3460 - Hesperian/238 NB,
2021-01-01,13,20,3420 - Auto Mall NB,
2021-01-01,13,20,3430 - Mowry NB,
2021-01-01,13,20,3440 - Decoto/84 NB,
2021-01-01,13,20,3450 - Whipple NB,
2021-01-01,13,20,3460 - Hesperian/238 NB,
2021-01-01,13,25,3420 - Auto Mall NB,
2021-01-01,13,25,3430 - Mowry NB,
2021-01-01,13,25,3440 - Decoto/84 NB,
2021-01-01,13,25,3450 - Whipple NB,
2021-01-01,13,25,3460 - Hesperian/238 NB,
2021-01-01,13,30,3420 - Auto Mall NB,
2021-01-01,13,30,3430 - Mowry NB,
2021-01-01,13,30,3440 - Decoto/84 NB,
2021-01-01,13,30,3450 - Whipple NB,
2021-01-01,13,30,3460 - Hesperian/238 NB,
2021-01-01,13,35,3420 - Auto Mall NB,
2021-01-01,13,35,3430 - Mowry NB,
2021-01-01,13,35,3440 - Decoto/84 NB,
2021-01-01,13,35,3450 - Whipple NB,
2021-01-01,13,35,3460 - Hesperian/238 NB,
2021-01-01,13,40,3420 - Auto Mall NB,
2021-01-01,13,40,3430 - Mowry NB,
2021-01-01,13,40,3440 - Decoto/84 NB,
2021-01-01,13,40,3450 - Whipple NB,
2021-01-01,13,40,3460 - Hesperian/238 NB,
2021-01-01,13,45,3420 - Auto Mall NB,
2021-01-01,13,45,3430 - Mowry NB,
2021-01-01,13,45,3440 - Decoto/84 NB,
2021-01-01,13,45,3450 - Whipple NB,
2021-01-01,13,45,3460 - Hesperian/238 NB,
2021-01-01,13,50,3420 - Auto Mall NB,
2021-01-01,13,50,3430 - Mowry NB,
2021-01-01,13,50,3440 - Decoto/84 NB,
2021-01-01,13,50,3450 - Whipple NB,
2021-01-01,13,50,3460 - Hesperian/238 NB,
2021-01-01,13,55,3420 - Auto Mall NB,
2021-01-01,13,55,3430 - Mowry NB,
2021-01-01,13,55,3440 - Decoto/84 NB,
2021-01-01,13,55,3450 - Whipple NB,
2021-01-01,13,55,3460 - Hesperian/238 NB,
2021-01-01,14,0,3420 - Auto Mall NB,
2021-01-01,14,0,3430 - Mowry NB,
2021-01-01,14,0,3440 - Decoto/84 NB,
2021-01-01,14,0,3450 - Whipple NB,
2021-01-01,14,0,3460 - Hesperian/238 NB,
2021-01-01,14,5,3420 - Auto Mall NB,
2021-01-01,14,5,3430 - Mowry NB,
2021-01-01,14,5,3440 - Decoto/84 NB,
2021-01-01,14,5,3450 - Whipple NB,
2021-01-01,14,5,3460 - Hesperian/238 NB,
2021-01-01,14,10,3420 - Auto Mall NB,
2021-01-01,14,10,3430 - Mowry NB,
2021-01-01,14,10,3440 - Decoto/84 NB,
2021-01-01,14,10,3450 - Whipple NB,
2021-01-01,14,10,3460 - Hesperian/238 NB,
2021-01-01,14,15,3420 - Auto Mall NB,
2021-01-01,14,15,3430 - Mowry NB,
2021-01-01,14,15,3440 - Decoto/84 NB,
2021-01-01,14,15,3450 - Whipple NB,
2021-01-01,14,15,3460 - Hesperian/238 NB,
2021-01-01,14,20,3420 - Auto Mall NB,
2021-01-01,14,20,3430 - Mowry NB,
2021-01-01,14,20,3440 - Decoto/84 NB,
2021-01-01,14,20,3450 - Whipple NB,
2021-01-01,14,20,3460 - Hesperian/238 NB,
2021-01-01,14,25,3420 - Auto Mall NB,
2021-01-01,14,25,3430 - Mowry NB,
2021-01-01,14,25,3440 - Decoto/84 NB,
2021-01-01,14,25,3450 - Whipple NB,
2021-01-01,14,25,3460 - Hesperian/238 NB,
2021-01-01,14,30,3420 - Auto Mall NB,
2021-01-01,14,30,3430 - Mowry NB,
2021-01-01,14,30,3440 - Decoto/84 NB,
2021-01-01,14,30,3450 - Whipple NB,
2021-01-01,14,30,3460 - Hesperian/238 NB,
2021-01-01,14,35,3420 - Auto Mall NB,
2021-01-01,14,35,3430 - Mowry NB,
2021-01-01,14,35,3440 - Decoto/84 NB,
2021-01-01,14,35,3450 - Whipple NB,
2021-01-01,14,35,3460 - Hesperian/238 NB,
2021-01-01,14,40,3420 - Auto Mall NB,
2021-01-01,14,40,3430 - Mowry NB,
2021-01-01,14,40,3440 - Decoto/84 NB,
2021-01-01,14,40,3450 - Whipple NB,
2021-01-01,14,40,3460 - Hesperian/238 NB,
2021-01-01,14,45,3420 - Auto Mall NB,
2021-01-01,14,45,3430 - Mowry NB,
2021-01-01,14,45,3440 - Decoto/84 NB,
2021-01-01,14,45,3450 - Whipple NB,
2021-01-01,14,45,3460 - Hesperian/238 NB,
2021-01-01,14,50,3420 - Auto Mall NB,
2021-01-01,14,50,3430 - Mowry NB,
2021-01-01,14,50,3440 - Decoto/84 NB,
2021-01-01,14,50,3450 - Whipple NB,
2021-01-01,14,50,3460 - Hesperian/238 NB,
2021-01-01,14,55,3420 - Auto Mall NB,
2021-01-01,14,55,3430 - Mowry NB,
2021-01-01,14,55,3440 - Decoto/84 NB,
2021-01-01,14,55,3450 - Whipple NB,
2021-01-01,14,55,3460 - Hesperian/238 NB,
2021-01-01,15,0,3420 - Auto Mall NB,
2021-01-01,15,0,3430 - Mowry NB,
2021-01-01,15,0,3440 - Decoto/84 NB,
2021-01-01,15,0,3450 - Whipple NB,
2021-01-01,15,0,3460 - Hesperian/238 NB,
2021-01-01,15,5,3420 - Auto Mall NB,
2021-01-01,15,5,3430 - Mowry NB,
2021-01-01,15,5,3440 - Decoto/84 NB,
2021-01-01,15,5,3450 - Whipple NB,
2021-01-01,15,5,3460 - Hesperian/238 NB,
2021-01-01,15,10,3420 - Auto Mall NB,
2021-01-01,15,10,3430 - Mowry NB,
2021-01-01,15,10,3440 - Decoto/84 NB,
2021-01-01,15,10,3450 - Whipple NB,
2021-01-01,15,10,3460 - Hesperian/238 NB,
2021-01-01,15,15,3420 - Auto Mall NB,
2021-01-01,15,15,3430 - Mowry NB,
2021-01-01,15,15,3440 - Decoto/84 NB,
2021-01-01,15,15,3450 - Whipple NB,
2021-01-01,15,15,3460 - Hesperian/238 NB,
2021-01-01,15,20,3420 - Auto Mall NB,
2021-01-01,15,20,3430 - Mowry NB,
2021-01-01,15,20,3440 - Decoto/84 NB,
2021-01-01,15,20,3450 - Whipple NB,
2021-01-01,15,20,3460 - Hesperian/238 NB,
2021-01-01,15,25,3420 - Auto Mall NB,
2021-01-01,15,25,3430 - Mowry NB,
2021-01-01,15,25,3440 - Decoto/84 NB,
2021-01-01,15,25,3450 - Whipple NB,
2021-01-01,15,25,3460 - Hesperian/238 NB,
2021-01-01,15,30,3420 - Auto Mall NB,
2021-01-01,15,30,3430 - Mowry NB,
2021-01-01,15,30,3440 - Decoto/84 NB,
2021-01-01,15,30,3450 - Whipple NB,
2021-01-01,15,30,3460 - Hesperian/238 NB,
2021-01-01,15,35,3420 - Auto Mall NB,
2021-01-01,15,35,3430 - Mowry NB,
2021-01-01,15,35,3440 - Decoto/84 NB,
2021-01-01,15,35,3450 - Whipple NB,
2021-01-01,15,35,3460 - Hesperian/238 NB,
2021-01-01,15,40,3420 - Auto Mall NB,
2021-01-01,15,40,3430 - Mowry NB,
2021-01-01,15,40,3440 - Decoto/84 NB,
2021-01-01,15,40,3450 - Whipple NB,
2021-01-01,15,40,3460 - Hesperian/238 NB,
2021-01-01,15,45,3420 - Auto Mall NB,
2021-01-01,15,45,3430 - Mowry NB,
2021-01-01,15,45,3440 - Decoto/84 NB,
2021-01-01,15,45,3450 - Whipple NB,
2021-01-01,15,45,3460 - Hesperian/238 NB,
2021-01-01,15,50,3420 - Auto Mall NB,
2021-01-01,15,50,3430 - Mowry NB,
2021-01-01,15,50,3440 - Decoto/84 NB,
2021-01-01,15,50,3450 - Whipple NB,
2021-01-01,15,50,3460 - Hesperian/238 NB,
2021-01-01,15,55,3420 - Auto Mall NB,
2021-01-01,15,55,3430 - Mowry NB,
2021-01-01,15,55,3440 - Decoto/84 NB,
2021-01-01,15,55,3450 - Whipple NB,
2021-01-01,15,55,3460 - Hesperian/238 NB,
2021-01-01,16,0,3420 - Auto Mall NB,
2021-01-01,16,0,3430 - Mowry NB,
2021-01-01,16,0,3440 - Decoto/84 NB,
2021-01-01,16,0,3450 - Whipple NB,
2021-01-01,16,0,3460 - Hesperian/238 NB,
2021-01-01,16,5,3420 - Auto Mall NB,
2021-01-01,16,5,3430 - Mowry NB,
2021-01-01,16,5,3440 - Decoto/84 NB,
2021-01-01,16,5,3450 - Whipple NB,
2021-01-01,16,5,3460 - Hesperian/238 NB,
2021-01-01,16,10,3420 - Auto Mall NB,
2021-01-01,16,10,3430 - Mowry NB,
2021-01-01,16,10,3440 - Decoto/84 NB,
2021-01-01,16,10,3450 - Whipple NB,
2021-01-01,16,10,3460 - Hesperian/238 NB,
2021-01-01,16,15,3420 - Auto Mall NB,
2021-01-01,16,15,3430 - Mowry NB,
2021-01-01,16,15,3440 - Decoto/84 NB,
2021-01-01,16,15,3450 - Whipple NB,
2021-01-01,16,15,3460 - Hesperian/238 NB,
2021-01-01,16,20,3420 - Auto Mall NB,
2021-01-01,16,20,3430 - Mowry NB,
2021-01-01,16,20,3440 - Decoto/84 NB,
2021-01-01,16,20,3450 - Whipple NB,
2021-01-01,16,20,3460 - Hesperian/238 NB,
2021-01-01,16,25,3420 - Auto Mall NB,
2021-01-01,16,25,3430 - Mowry NB,
