Flow O Equi,Flow O Target,Flow H Equi - 0,Flow H Target - 0,Flow H Equi - 1,Flow H Target - 1,Flow H Equi - 2,Flow H Target - 2,Hour,Segment
1185.7439854888064,5934.8302943551,0.0,43.46445076895359,0.0,21.732225384476795,1742.9637927377512,1288.791519653704,0,1
1185.7439854888064,5910.816584596773,0.0,50.940658830473936,0.0,25.470329415236968,1742.9637927377512,1274.497902064098,0,0
1185.7439854888064,5934.8302943551,0.0,43.46445076895359,0.0,21.732225384476795,1742.9637927377512,1288.791519653704,0,1
1185.7439854888064,6002.335823705071,0.0,40.62524521795142,0.0,25.29066957313573,1742.9637927377512,1206.9528162372817,0,0
1858.985070302571,5690.292337410529,6.337527458388843,528.782880337911,685.3026531106215,499.86221390688763,846.6577843171369,841.598110236393,0,1
1185.7439854888064,5914.232601102058,0.0,51.00403681110812,0.0,24.05209429525062,1742.9637927377512,1274.3950087320277,0,0
1185.7439854888064,5479.152810456066,0.0,43.44500268786801,142.6063462871506,399.74497267394247,1647.8928952129843,1171.6331317691115,0,1
1185.7439854888064,5910.816584596773,0.0,50.940658830473936,0.0,25.470329415236968,1742.9637927377512,1274.497902064098,0,0
1185.7439854888064,5934.8302943551,0.0,43.46445076895359,0.0,21.732225384476795,1742.9637927377512,1288.791519653704,0,1
1185.7439854888064,5910.816584596773,0.0,50.940658830473936,0.0,25.470329415236968,1742.9637927377512,1274.497902064098,0,0
1185.7439854888064,5934.8302943551,0.0,43.46445076895359,0.0,21.732225384476795,1742.9637927377512,1288.791519653704,0,1
1185.7439854888064,5910.816584596773,0.0,50.940658830473936,0.0,25.470329415236968,1742.9637927377512,1274.497902064098,0,0
1185.7439854888064,5934.8302943551,0.0,43.46445076895359,0.0,21.732225384476795,1742.9637927377512,1288.791519653704,0,1
1185.7439854888064,5910.816584596773,0.0,50.940658830473936,0.0,25.470329415236968,1742.9637927377512,1274.497902064098,0,0
1185.7439854888064,5934.8302943551,0.0,43.46445076895359,0.0,21.732225384476795,1742.9637927377512,1288.791519653704,0,1
1185.7439854888064,6002.335823705071,0.0,40.62524521795142,0.0,25.29066957313573,1742.9637927377512,1206.9528162372817,0,0
1858.985070302571,5690.292337410529,6.337527458388843,528.782880337911,685.3026531106215,499.86221390688763,846.6577843171369,841.598110236393,0,1
1185.7439854888064,5914.232601102058,0.0,51.00403681110812,0.0,24.05209429525062,1742.9637927377512,1274.3950087320277,0,0
1185.7439854888064,5479.152810456066,0.0,43.44500268786801,142.6063462871506,399.74497267394247,1647.8928952129843,1171.6331317691115,0,1
1185.7439854888064,5910.816584596773,0.0,50.940658830473936,0.0,25.470329415236968,1742.9637927377512,1274.497902064098,0,0
1185.7439854888064,5934.8302943551,0.0,43.46445076895359,0.0,21.732225384476795,1742.9637927377512,1288.791519653704,0,1
1185.7439854888064,5910.816584596773,0.0,50.940658830473936,0.0,25.470329415236968,1742.9637927377512,1274.497902064098,0,0
1185.7439854888064,5934.8302943551,0.0,43.46445076895359,0.0,21.732225384476795,1742.9637927377512,1288.791519653704,0,1
1185.7439854888064,5910.816584596773,0.0,50.940658830473936,0.0,25.470329415236968,1742.9637927377512,1274.497902064098,0,0
1185.7439854888064,5934.8302943551,0.0,43.46445076895359,0.0,21.732225384476795,1742.9637927377512,1288.791519653704,0,1
1185.7439854888064,5910.816584596773,0.0,50.940658830473936,0.0,25.470329415236968,1742.9637927377512,1274.497902064098,0,0
1185.7439854888064,5934.8302943551,0.0,43.46445076895359,0.0,21.732225384476795,1742.9637927377512,1288.791519653704,0,1
